- 51:03/07/2023 10:06:28 PM;
Software:Name=Qtegra;Version=2.10.3324.83;File Version=1;
Configuration:Machine=iCAP RQ;
STDS:Additional Gas Flow 1=0;Additional Gas Flow 2=0;Additional Gas Flow 3=0;CCT Entry Lens=-108.333333333333;Angular Deflection=-370;Deflection Entry Lens=-35;Extraction Lens 1 Polarity=0;Extraction Lens 1 Negative=0;Extraction Lens 1 Positive=0;Spray Chamber Temperature=2.7;Peristaltic Pump Speed=0;Cool Flow=14;Sampling Depth=5;Plasma Power=1550;Auxilliary Flow=0.8;Nebulizer Flow=1.105;Torch Horizontal Position=-0.723333333333333;Torch Vertical Position=0.3;Extraction Lens 2=-130;CCT Focus Lens=-1.08;CCT Bias=-2;CCT Exit Lens=-160;Focus Lens=18.8;D1 Lens=-200;D2 Lens=-80;Quad Entry Lens=-29.4;Pole Bias=-1;CCT1 Flow=0;CCT2 Flow=0;CCT1 Shut-Off Valve=0;CCT2 Shut-Off Valve=0;Virtual CCT Mass to Dac Factor=130;Virtual CCT Mass to Dac Offset=35;Virtual CCT Mass parameter b=0.65;Virtual CCT Mass Maximum Dac Limit Set=4095;
RF Generator:RF Plasma Lit Readback=1;RF FET Temperature Ok Readback=1;Plasma Power Readback=1548.6077186126;
Ion Optics:Pole Bias Readback=-0.793743890518083;Torch Horizontal Position Readback=-0.72316715542522;Torch Vertical Position Readback=0.300879765395894;Sampling Depth Readback=5;Extraction Lens 1 Negative Readback=-199.41348973607;Extraction Lens 1 Positive Readback=-0.0146627565982405;Extraction Lens 2 Readback=-137.82991202346;Angular Deflection Readback=-369.560117302053;Quad Entry Lens Readback=-29.8142717497556;Focus Lens Readback=18.3724340175953;D2 Lens Readback=-80.9384164222874;Deflection Exit Lens Readback=34.6578690127077;Deflection Entry Lens Readback=-35.425219941349;D1 Lens Readback=-200.58651026393;CCT Exit Lens Readback=-162.512218963832;CCT Bias Readback=-2.08699902248289;CCT Entry Lens Readback=-109.237536656891;CCT Focus Lens Readback=-1.47116324535679;
Vacuum:Analyzer Vacuum Ok Readback=1;Interface Pressure Readback=2.02512396424301;Analyzer Pressure Readback=2.19605002409792E-07;
Detector:Detector Voltage (Counting) Readback=1618.76832844575;Detector Voltage (Analog) Readback=-1978.49462365591;
Cooling System:Plasma Cooling Water Flow Readback=0.909803921568627;Interface Temperature Readback=31.3538974560148;Exhaust Flow Readback=0.550695014662757;Quad Board Temperature Readback=0;Inlet Fan Speed Readback=0;Outlet Fan Speed Readback=2447.05882352941;Peltier Temperature Hot Side Readback=20.9447992797377;Spray Chamber Temperature Readback=2.6293915694153;
Power Supply:Supply Voltage 500 V Readback=-539.467253176931;Supply Voltage 1 kV Readback=-1169.35483870968;
Gas Supply:Nebulizer Supply Pressure Readback=0.0564456989247311;Nebulizer Flow Readback=1.10263929618768;Cool Flow Readback=13.880742913001;Auxilliary Flow Readback=0.797653958944281;CCT2 Flow Readback=0;CCT1 Flow Readback=0;Additional Gas Flow 1 Readback=0;
Pulse Counting:Threshold=2500000;

Time,24Mg,26Mg,43Ca,55Mn,59Co,63Cu,66Zn,86Sr,88Sr,138Ba,208Pb,
,dwell time=0.01;xcal factor=66096.21568,dwell time=0.01;xcal factor=66420.50783,dwell time=0.01;xcal factor=69176.99106,dwell time=0.01;xcal factor=80139.50903,dwell time=0.01;xcal factor=85118.72235,dwell time=0.01;xcal factor=86639.08057,dwell time=0.01;xcal factor=86821.65425,dwell time=0.01;xcal factor=85302.89892,dwell time=0.01;xcal factor=82608.9753,dwell time=0.01;xcal factor=93538.82005,dwell time=0.01;xcal factor=107923.33534,
0.01244,100.0004000016,100.0004000016,400.006400102402,1400.07840439065,500.010000200004,100.0004000016,100.0004000016,600.014400345608,0,0,0,
0.13873,0,300.003600043201,100.0004000016,1200.05760276493,300.003600043201,100.0004000016,200.0016000128,700.019600548815,100.0004000016,0,0,
0.26504,0,100.0004000016,0,900.032401166442,200.0016000128,100.0004000016,0,900.032401166442,0,0,0,
0.3913,0,600.014400345608,300.003600043201,1000.04000160006,0,100.0004000016,0,800.025600819226,0,0,0,
0.51751,0,500.010000200004,300.003600043201,700.019600548815,200.0016000128,0,0,1000.04000160006,0,0,0,
0.64376,0,600.014400345608,200.0016000128,1200.05760276493,0,0,100.0004000016,700.019600548815,0,0,0,
0.77002,0,500.010000200004,200.0016000128,1100.04840212969,100.0004000016,200.0016000128,100.0004000016,700.019600548815,100.0004000016,0,0,
0.89622,0,700.019600548815,0,1300.06760351538,400.006400102402,0,0,600.014400345608,0,0,0,
1.02246,0,500.010000200004,300.003600043201,900.032401166442,400.006400102402,100.0004000016,200.0016000128,1200.05760276493,0,0,0,
1.14869,0,300.003600043201,100.0004000016,1100.04840212969,200.0016000128,200.0016000128,200.0016000128,800.025600819226,0,0,100.0004000016,
1.27493,0,900.032401166442,300.003600043201,1400.07840439065,200.0016000128,0,100.0004000016,700.019600548815,0,0,0,
1.40127,100.0004000016,500.010000200004,200.0016000128,1100.04840212969,100.0004000016,100.0004000016,0,300.003600043201,0,0,0,
1.52749,0,300.003600043201,0,1100.04840212969,100.0004000016,0,0,1000.04000160006,0,0,0,
1.65384,0,200.0016000128,200.0016000128,1300.06760351538,100.0004000016,0,0,500.010000200004,0,0,0,
1.78007,0,600.014400345608,100.0004000016,1200.05760276493,200.0016000128,0,0,1100.04840212969,0,0,0,
1.90633,0,400.006400102402,0,1600.10240655402,400.006400102402,100.0004000016,100.0004000016,500.010000200004,0,0,0,
2.03267,0,500.010000200004,0,1600.10240655402,0,0,0,800.025600819226,0,0,200.0016000128,
2.15899,0,900.032401166442,100.0004000016,500.010000200004,400.006400102402,0,200.0016000128,600.014400345608,0,0,0,
2.28538,0,100.0004000016,200.0016000128,1800.12960933187,300.003600043201,0,100.0004000016,1300.06760351538,0,0,0,
2.41166,100.0004000016,700.019600548815,100.0004000016,1100.04840212969,100.0004000016,0,100.0004000016,1000.04000160006,0,0,0,
2.53792,0,400.006400102402,0,1100.04840212969,300.003600043201,100.0004000016,100.0004000016,1900.14441097523,0,0,0,
2.66417,0,100.0004000016,0,900.032401166442,100.0004000016,0,100.0004000016,800.025600819226,0,0,0,
2.79043,0,300.003600043201,100.0004000016,1800.12960933187,300.003600043201,0,0,1200.05760276493,0,0,0,
2.91667,100.0004000016,300.003600043201,0,400.006400102402,0,0,0,600.014400345608,0,0,0,
3.04299,0,400.006400102402,0,800.025600819226,100.0004000016,0,0,900.032401166442,0,0,0,
3.16927,100.0004000016,400.006400102402,100.0004000016,1700.11560786133,200.0016000128,0,200.0016000128,1200.05760276493,0,0,0,
3.29545,0,500.010000200004,0,1000.04000160006,300.003600043201,0,100.0004000016,1400.07840439065,0,0,0,
3.42166,0,700.019600548815,100.0004000016,1600.10240655402,200.0016000128,0,100.0004000016,1100.04840212969,0,0,0,
3.54793,0,600.014400345608,200.0016000128,700.019600548815,200.0016000128,100.0004000016,100.0004000016,1100.04840212969,0,0,100.0004000016,
3.67416,0,700.019600548815,0,800.025600819226,400.006400102402,100.0004000016,0,800.025600819226,0,0,0,
3.80039,0,700.019600548815,100.0004000016,800.025600819226,100.0004000016,0,100.0004000016,1100.04840212969,0,0,0,
3.92655,0,100.0004000016,100.0004000016,900.032401166442,0,0,0,800.025600819226,0,0,0,
4.05279,0,200.0016000128,200.0016000128,1600.10240655402,100.0004000016,0,0,600.014400345608,0,0,0,
4.17906,100.0004000016,300.003600043201,0,900.032401166442,300.003600043201,0,200.0016000128,1200.05760276493,0,0,0,
4.30529,0,200.0016000128,0,1300.06760351538,300.003600043201,100.0004000016,200.0016000128,700.019600548815,0,0,100.0004000016,
4.43156,0,300.003600043201,200.0016000128,1000.04000160006,100.0004000016,0,0,1400.07840439065,0,0,0,
4.5579,0,100.0004000016,0,1200.05760276493,100.0004000016,0,100.0004000016,700.019600548815,0,0,0,
4.68421,0,500.010000200004,200.0016000128,1400.07840439065,200.0016000128,100.0004000016,0,1500.09000540032,0,0,0,
4.81052,0,300.003600043201,100.0004000016,1100.04840212969,100.0004000016,100.0004000016,100.0004000016,1200.05760276493,0,0,0,
4.93684,0,500.010000200004,0,1500.09000540032,0,0,0,800.025600819226,0,0,0,
5.0632,300.003600043201,600.014400345608,200.0016000128,700.019600548815,200.0016000128,0,100.0004000016,300.003600043201,0,0,0,
5.18951,0,400.006400102402,200.0016000128,1200.05760276493,100.0004000016,0,100.0004000016,500.010000200004,0,0,0,
5.31583,100.0004000016,400.006400102402,200.0016000128,500.010000200004,200.0016000128,0,100.0004000016,1600.10240655402,0,0,0,
5.44198,0,400.006400102402,300.003600043201,900.032401166442,300.003600043201,100.0004000016,0,700.019600548815,0,0,0,
5.56822,0,300.003600043201,100.0004000016,1000.04000160006,0,0,0,800.025600819226,0,0,0,
5.6945,0,200.0016000128,0,700.019600548815,500.010000200004,0,0,1100.04840212969,0,0,0,
5.82073,0,400.006400102402,100.0004000016,900.032401166442,200.0016000128,100.0004000016,0,1300.06760351538,0,0,0,
5.94698,100.0004000016,500.010000200004,200.0016000128,1000.04000160006,200.0016000128,0,0,1000.04000160006,0,0,0,
6.07324,0,500.010000200004,0,900.032401166442,300.003600043201,0,0,1400.07840439065,0,0,0,
6.19951,100.0004000016,400.006400102402,200.0016000128,900.032401166442,100.0004000016,0,100.0004000016,700.019600548815,0,0,0,
6.32574,0,400.006400102402,300.003600043201,1400.07840439065,200.0016000128,100.0004000016,0,1100.04840212969,0,0,0,
6.45191,0,900.032401166442,100.0004000016,1300.06760351538,200.0016000128,0,0,600.014400345608,0,0,0,
6.57815,100.0004000016,300.003600043201,100.0004000016,1300.06760351538,400.006400102402,100.0004000016,0,1200.05760276493,0,0,0,
6.70447,0,300.003600043201,200.0016000128,1000.04000160006,200.0016000128,400.006400102402,100.0004000016,900.032401166442,0,0,0,
6.83065,0,200.0016000128,200.0016000128,1600.10240655402,0,0,0,400.006400102402,0,0,0,
6.95695,0,600.014400345608,0,1800.12960933187,100.0004000016,100.0004000016,0,600.014400345608,0,0,0,
7.08321,0,400.006400102402,0,1400.07840439065,100.0004000016,0,200.0016000128,1300.06760351538,0,0,0,
7.20953,0,200.0016000128,300.003600043201,700.019600548815,200.0016000128,100.0004000016,200.0016000128,1200.05760276493,0,0,0,
7.33576,0,400.006400102402,100.0004000016,1200.05760276493,200.0016000128,0,0,800.025600819226,0,0,0,
7.4621,0,600.014400345608,300.003600043201,1600.10240655402,100.0004000016,200.0016000128,0,600.014400345608,0,0,0,
7.58845,100.0004000016,500.010000200004,300.003600043201,1000.04000160006,100.0004000016,0,0,900.032401166442,0,0,0,
7.71479,0,200.0016000128,200.0016000128,800.025600819226,0,100.0004000016,0,1000.04000160006,0,0,0,
7.84108,100.0004000016,700.019600548815,100.0004000016,1100.04840212969,0,100.0004000016,100.0004000016,1000.04000160006,0,0,0,
7.96732,0,100.0004000016,100.0004000016,1900.14441097523,500.010000200004,100.0004000016,0,800.025600819226,0,0,0,
8.09359,0,0,100.0004000016,1300.06760351538,200.0016000128,100.0004000016,100.0004000016,600.014400345608,0,0,0,
8.21982,0,200.0016000128,300.003600043201,1100.04840212969,300.003600043201,0,100.0004000016,700.019600548815,0,0,0,
8.34607,0,500.010000200004,100.0004000016,1400.07840439065,100.0004000016,0,0,1200.05760276493,0,0,0,
8.47238,0,700.019600548815,100.0004000016,1100.04840212969,100.0004000016,100.0004000016,0,400.006400102402,0,0,0,
8.59866,0,400.006400102402,100.0004000016,1900.14441097523,100.0004000016,100.0004000016,0,600.014400345608,0,0,0,
8.72495,0,500.010000200004,100.0004000016,1700.11560786133,400.006400102402,0,100.0004000016,800.025600819226,0,0,0,
8.8512,0,400.006400102402,300.003600043201,1100.04840212969,100.0004000016,0,0,700.019600548815,0,0,0,
8.97752,0,500.010000200004,100.0004000016,1300.06760351538,100.0004000016,0,100.0004000016,1100.04840212969,0,0,0,
9.10379,0,300.003600043201,100.0004000016,1000.04000160006,200.0016000128,100.0004000016,0,700.019600548815,0,0,0,
9.23006,0,500.010000200004,100.0004000016,1100.04840212969,300.003600043201,0,100.0004000016,1000.04000160006,0,0,0,
9.35635,0,100.0004000016,200.0016000128,1800.12960933187,200.0016000128,100.0004000016,100.0004000016,1000.04000160006,0,0,0,
9.48259,0,500.010000200004,100.0004000016,1300.06760351538,0,200.0016000128,0,1500.09000540032,0,0,0,
9.60886,0,400.006400102402,400.006400102402,1200.05760276493,200.0016000128,200.0016000128,0,800.025600819226,0,0,0,
9.73501,0,500.010000200004,0,1400.07840439065,100.0004000016,0,0,400.006400102402,0,0,0,
9.86125,0,300.003600043201,0,1200.05760276493,0,100.0004000016,0,700.019600548815,0,0,0,
9.9874,0,800.025600819226,300.003600043201,1000.04000160006,200.0016000128,0,100.0004000016,700.019600548815,0,0,0,
10.11367,0,500.010000200004,0,1200.05760276493,0,0,0,900.032401166442,0,0,0,
10.24,0,100.0004000016,500.010000200004,1100.04840212969,100.0004000016,0,100.0004000016,500.010000200004,0,0,0,
10.36631,0,100.0004000016,0,1800.12960933187,100.0004000016,0,0,1200.05760276493,0,0,0,
10.49262,100.0004000016,600.014400345608,300.003600043201,1200.05760276493,200.0016000128,100.0004000016,0,600.014400345608,0,0,0,
10.61882,0,200.0016000128,0,900.032401166442,100.0004000016,0,0,900.032401166442,0,0,0,
10.74505,0,300.003600043201,100.0004000016,1600.10240655402,200.0016000128,100.0004000016,0,1400.07840439065,0,0,0,
10.8713,0,600.014400345608,400.006400102402,1900.14441097523,200.0016000128,100.0004000016,0,1200.05760276493,0,0,0,
10.9976,0,800.025600819226,0,1800.12960933187,200.0016000128,100.0004000016,100.0004000016,700.019600548815,0,0,0,
11.1238,0,400.006400102402,200.0016000128,1700.11560786133,100.0004000016,100.0004000016,0,900.032401166442,0,0,0,
11.25011,0,300.003600043201,100.0004000016,1600.10240655402,300.003600043201,0,100.0004000016,1100.04840212969,0,0,0,
11.37635,0,700.019600548815,0,1100.04840212969,100.0004000016,100.0004000016,0,1300.06760351538,0,0,0,
11.50274,0,100.0004000016,0,700.019600548815,100.0004000016,0,0,1000.04000160006,0,0,0,
11.62902,0,200.0016000128,300.003600043201,1300.06760351538,100.0004000016,0,0,1200.05760276493,0,0,0,
11.7553,0,500.010000200004,100.0004000016,1100.04840212969,100.0004000016,100.0004000016,100.0004000016,900.032401166442,0,0,0,
11.88158,0,700.019600548815,100.0004000016,700.019600548815,100.0004000016,0,0,900.032401166442,0,0,0,
